snapshot,debt_to_income,credit_age_years,recent_inquiries,utilization
baseline,0.37012876668716294,7.40593016087349,0,0.048723517074305465
baseline,0.23906118035732424,8.757391359474468,1,0.2824228711810889
baseline,0.5007804255918723,8.251958899781934,4,0.08601035359158292
baseline,0.38842422623131223,11.018369204124145,2,0.2438546654492518
baseline,0.39566515018847626,10.43472583183652,1,0.576472562429386
baseline,0.06474466907591941,5.038869245071281,1,0.30253005636959546
baseline,0.4753712794966784,7.079699598213695,3,0.4002252922289839
baseline,0.30670831092450657,7.865622823798224,7,0.044809809005514414
baseline,0.16996672530306345,4.26712221945982,1,0.10392103617692001
baseline,0.33322335760302557,7.12897845428682,2,0.1059401623775476
baseline,0.42986952624944874,13.07750715964019,3,0.0558010450117628
baseline,0.14576861380761952,4.202446051455268,1,0.2831798181727856
baseline,0.40691512188841283,6.796137168045993,1,0.3458048144367306
baseline,0.27058122092378734,10.399110389875249,2,0.14486468048161505
baseline,0.24689578861249456,6.950020095085531,4,0.46487161992311826
baseline,0.2610080340182793,7.5623967854295415,1,0.4281973653234824
baseline,0.22138694874267906,7.5350688896388665,1,0.2470964391150787
baseline,0.3219333004146946,5.564274784882665,3,0.3325700079748801
baseline,0.3267187473451647,9.684872768524434,2,0.4140237401146882
baseline,0.40407786232958903,0.8954680597590823,1,0.24547606592109592
baseline,0.4391122156978565,1.1879813534500059,0,0.3117384549070089
baseline,0.27074834037052997,5.002069639455054,1,0.4127969348075466
baseline,0.40738755335889276,7.16308543138167,3,0.4033534619629285
baseline,0.18852575763985047,2.0973895625565735,0,0.04829966666736309
baseline,0.3642837966698953,6.356374406723356,2,0.40347993977598823
baseline,0.19480380570688305,10.171216466412124,0,0.14310955320876423
baseline,0.24701348528198863,5.6318248187464865,4,0.19848952825064942
baseline,0.36092533496496615,0.8058539915337484,1,0.20662154185585557
baseline,0.22982183574317167,5.772241132742253,3,0.20355798297235195
baseline,0.34960965649559544,6.963513896046549,5,0.27792742689482225
baseline,0.1597464422063835,7.2018533096604,3,0.2777100438533367
baseline,0.23240042476681605,8.397259646783132,5,0.5940016175748924
baseline,0.3534899955605962,5.361591318487437,2,0.14272653678587202
baseline,0.4475908590181308,7.595298962692282,1,0.5383799280798431
baseline,0.1888065350570486,10.623188660388934,2,0.1213242475920573
baseline,0.4546072293208044,5.9790028885106645,0,0.43134795407770077
baseline,0.32682158780223614,6.321961351061364,0,0.07941128052414352
baseline,0.521137945931288,7.137699356802411,2,0.49265474743763177
baseline,0.27164852053531335,6.314798892319763,2,0.13064272055489023
baseline,0.25190157785585177,15.640961407688833,0,0.4752451417118552
baseline,0.33257771723584656,3.566678392870746,2,0.26394061901363364
baseline,0.19600322475982404,6.697101772219098,2,0.13256283832729457
baseline,0.31320008038849867,4.335247373915852,3,0.09108924420912279
baseline,0.2947245134389953,9.160282784721366,0,0.26454914796512463
baseline,0.4295870795096617,13.482165969827262,2,0.08711273507585843
baseline,0.33408624994283626,10.424047514348405,2,0.3641164670754927
baseline,0.17907169937490947,7.742582597915692,3,0.27578104657746144
baseline,0.17350830377432425,11.740962933926308,6,0.1983119733229062
baseline,0.20772227269527033,11.952036598843577,0,0.3879837389872595
baseline,0.10049049933749182,11.681770948466767,0,0.26066610038886195
baseline,0.09202654301015986,8.758298663985109,1,0.5270241710899372
baseline,0.5064893181474743,7.945656351624737,1,0.07617380534141958
baseline,0.21976204824177714,9.116597257263612,3,0.17311456799299027
baseline,0.42619389086536796,6.857861004078579,3,0.0050855385518603835
baseline,0.22851360985516034,10.12064606183557,3,0.1364594765987613
baseline,0.26125869511067595,6.8100108088584035,2,0.18589204144732271
baseline,0.13420303734823982,3.1329818528317874,1,0.32527941442677444
baseline,0.4242522241010262,4.650680370846559,2,0.10600929343849966
baseline,0.26254144590929007,10.016227153780664,2,0.19379880750802936
baseline,0.46389580354533577,5.712565463217413,1,0.1481795915919235
baseline,0.23233075721207253,4.21571329960372,0,0.2924239104592389
baseline,0.42672862543318457,3.1875685435823193,5,0.19773566621244337
baseline,0.44657032939292024,4.543682030086859,4,0.25098024431687077
baseline,0.15388692427520836,7.182678610928959,3,0.3337448928951625
baseline,0.3455106058243437,6.078202773418166,2,0.7038440317218873
baseline,0.19988911463909054,11.590446217672167,3,0.07123039003658789
baseline,0.18757828050775233,8.632911830275404,3,0.10998600537635965
baseline,0.312451012114052,11.214108658211952,2,0.10288203550410814
baseline,0.38027057266852976,8.894023956859863,2,0.26295350047227584
baseline,0.4331091921893474,5.780123623317107,2,0.22964206653912705
baseline,0.267002133924372,7.077672768759909,3,0.25747713681727413
baseline,0.39784733496202407,11.266510238246994,2,0.5311257388950725
baseline,0.35564865205794627,10.552553087586753,3,0.19703644564116035
baseline,0.299241595565349,8.461911695791592,4,0.377038039838658
baseline,0.20722721825228047,9.478357456518838,0,0.1285743025467116
baseline,0.3041363284513626,7.106118028952615,1,0.305198004310968
baseline,0.6463356541391143,10.639101416935993,2,0.2765089864319835
baseline,0.20808061408399553,8.437594178335846,1,0.1924354591211216
baseline,0.2831514822703192,8.865875878544932,2,0.3228333013794294
baseline,0.2118680457688965,6.398146904798587,2,0.24518663173011898
baseline,0.4353994564333953,9.758310557425443,4,0.4289718146378634
baseline,0.47780987332049485,6.810764045982111,1,0.08184198722676074
baseline,0.43192440527933196,8.805121363018138,1,0.1850722339439869
baseline,0.49523830722126183,9.70107933687774,3,0.47283228972819935
baseline,0.2920509786049864,8.070901951586231,0,0.4429556161293608
baseline,0.4650224383548569,5.203448176353958,3,0.6286769587434863
baseline,0.2180516069476185,0.8466001843535054,3,0.28873088339931086
baseline,0.45298065728231357,7.3559605163879676,1,0.2759217666495355
baseline,0.4465498114897705,7.0143597394895485,6,0.4222518083979505
baseline,0.23762758718124147,8.951854782113852,7,0.36087423752402853
baseline,0.39263575315836474,6.896280242477265,1,0.15779142748411762
baseline,0.19246639639553456,8.235864782889792,0,0.5240762711109918
baseline,0.1603595184996729,11.80386115307269,1,0.04070842335835962
baseline,0.16123120646808273,5.785849804842276,3,0.09240590793175096
baseline,0.1895777843804675,10.457645011482713,1,0.3597979244720542
baseline,0.18578383326734843,10.078660167580189,1,0.2246088254123051
baseline,0.28768340725431496,7.43034901394225,2,0.30124949996307065
baseline,0.4714113409803897,7.739572731987213,2,0.1841424389003167
baseline,0.2732315979682,5.353894003847797,5,0.6439276991813669
baseline,0.2141572929527188,10.924724225006742,3,0.21881001853220494
baseline,0.36594411137659605,4.0137545510703285,2,0.23225532661859027
baseline,0.2736877205694746,5.482662022827554,0,0.16021328106373034
baseline,0.3072984488751898,3.858842670806614,4,0.32897064956461447
baseline,0.337502912859073,13.40728805108385,1,0.4560102925510888
baseline,0.3415230165256807,6.080645219839026,1,0.29162558887221335
baseline,0.22986365642933065,7.1200766303382235,5,0.21853459850776882
baseline,0.27352115868408144,2.8433555955048977,3,0.21046618006673395
baseline,0.39082332596128,6.19249026128206,2,0.2212171106553319
baseline,0.26061261578668593,7.691001831675569,2,0.41061677302005484
baseline,0.27402037193708656,8.486674436255266,1,0.0924647885677537
baseline,0.3284624383791738,7.466377742542471,4,0.14090254311468764
baseline,0.3399321365942581,8.057518617101206,2,0.19233023335045454
baseline,0.2664110394805553,3.537534528556245,4,0.1726880273361606
baseline,0.3539778369435969,9.255476566626895,0,0.26148420368538444
baseline,0.29731804278067714,10.936274028349917,0,0.20233581810147264
baseline,0.16730585102615567,4.236102777094431,2,0.19565792399204485
baseline,0.36266022290049565,7.373420992882265,1,0.5600018402299421
baseline,0.211255724957836,8.739271925048655,0,0.30356140260230413
baseline,0.6038773719309798,10.769720527476046,0,0.3213637751666282
baseline,0.32708144873844036,5.850019618821084,1,0.14549424346966544
baseline,0.2701634374386237,8.383730306419295,1,0.12625262817079605
baseline,0.38324341776621096,6.434675540844783,1,0.5021665393349304
baseline,0.44462614580579396,10.91297740302236,3,0.09729214087847621
baseline,0.44972395040079416,8.136514646638599,2,0.24903312700341393
baseline,0.32892175906418175,10.960130971972774,1,0.3173576737527574
baseline,0.4056156695630309,6.208444866839859,0,0.6707710808640572
baseline,0.369128651572217,8.760427264845802,1,0.30083251830016444
baseline,0.30788306408615074,7.313654987240089,2,0.14353604086468633
baseline,0.14780860649827687,0.02951518421545174,5,0.11039377440284377
baseline,0.30125489703924246,4.581796141673826,2,0.662251306134665
baseline,0.0422512311078147,8.890612169357812,1,0.31783054427488694
baseline,0.21044093951083917,4.184026352463792,1,0.136025280646013
baseline,0.4351374655558481,4.466835874492553,3,0.7138334363022769
baseline,0.3169063607124235,6.747943912823925,4,0.5636982848929205
baseline,0.2947292328085174,8.103535204134966,1,0.30195345110223376
baseline,0.211775863166434,5.105728878224225,1,0.5484706949943056
baseline,0.21358939746124955,10.796436587692055,3,0.6356715415067783
baseline,0.23054177154715594,4.3338724067901575,0,0.3095532670638512
baseline,0.1599074599754848,5.529329808492338,2,0.6217617798136477
baseline,0.07188058769113462,4.1915903395321,2,0.3462701528509007
baseline,0.401965995528032,10.570556258476092,1,0.17038182497675716
baseline,0.4641890357884736,2.747675239086231,2,0.25637856064117626
baseline,0.23505261761642765,9.71293871006861,2,0.3662629970388232
baseline,0.3754887732902027,4.64731094946946,1,0.18665084090025233
baseline,0.1755357397058041,12.343921384953234,2,0.027254831511366314
baseline,0.33373709580905164,10.221249039106898,2,0.09576509238649838
baseline,0.16014615741304997,6.061445992099462,0,0.19056566995874247
baseline,0.38964575345835084,10.521344826552772,2,0.16673876377625269
baseline,0.3039384511462315,5.539968757451145,1,0.4031737140625128
baseline,0.17106974938384298,5.611224920309812,2,0.3778515630399723
baseline,0.35343761006641955,8.917635277927982,0,0.028214576399372384
baseline,0.4636531147084519,7.560926599815828,0,0.3364128282894879
baseline,0.2991117517414534,3.8081183690807503,1,0.5752185198339967
baseline,0.29443275868523133,5.263642450448589,3,0.4323499368703721
baseline,0.2995999323131782,15.010539773256104,2,0.056170071908566
baseline,0.31103933643899306,10.333147930007069,3,0.7424010266946727
baseline,0.4235090227839091,5.576758724190169,2,0.16154486421161995
baseline,0.42762603509575076,7.295948780840019,2,0.4756218955367721
baseline,0.08752527851015685,9.853165616984153,0,0.1930778406149699
baseline,0.4193207162026349,6.158772817732469,2,0.39412558284478133
baseline,0.2781100179293738,4.273682107522035,3,0.44727626834594164
baseline,0.46518254557419236,7.539234592974878,2,0.20939081807856777
baseline,0.34452762811664095,9.74953608114252,3,0.21289474234419672
baseline,0.3947607942912456,7.32278019949425,3,0.3316240727686549
baseline,0.24699694613783682,4.542900395339177,1,0.20817849892097295
baseline,0.16444076985179965,3.5444301545594854,2,0.31932798430771464
baseline,0.3224544299744569,1.75596333732849,1,0.10549228012556955
baseline,0.39491876969152584,3.5517750127520493,3,0.286450560427587
baseline,0.3720787987318917,6.284613314846519,4,0.08096563486968855
baseline,0.37674957620662913,1.6015773816520653,5,0.6084429831578021
baseline,0.3210001146109345,9.614246665191681,1,0.4354378990838574
baseline,0.3703213346207915,7.758855558019942,5,0.33740962996086066
baseline,0.21573208101873176,7.98543667281777,3,0.23698830287438788
baseline,0.28394804373962457,6.619301609557566,1,0.21692826743944968
baseline,0.1424274355376333,10.686486151336691,2,0.6943917226321639
baseline,0.2928323476536816,5.898009753923877,1,0.15837748823494852
baseline,0.2671681910173351,11.148280075570092,4,0.40979835391052316
baseline,0.3035631853164752,6.63331746195624,2,0.4323665199405134
baseline,0.4026473940062367,10.41129920087432,2,0.12728444835881317
baseline,0.3045460540023184,4.589209526718745,1,0.13735839481618717
baseline,0.007381486004686466,8.24620547965949,2,0.7433524967418935
baseline,0.4354761235212571,4.85010074220295,4,0.036672172114824014
baseline,0.31353232804292924,3.980632811784357,3,0.20406035284028556
baseline,0.375998961213459,10.517967469031426,4,0.0469468493268388
baseline,0.21889680542811638,10.061709301453703,0,0.5045563728962982
baseline,0.3810592025608153,4.719046648928292,1,0.09303977722193783
baseline,0.45179273709545664,5.551143684969831,5,0.41145446626456494
baseline,0.13621973662697073,5.580277673076248,1,0.3496930937605726
baseline,0.4213317553859102,9.908771402129457,5,0.3734314556518882
baseline,0.20451228709079838,9.503407348558952,2,0.18489768941420853
baseline,0.22106750490252225,11.000743677899617,3,0.04270968771567996
baseline,0.2983427468605472,8.892415342707771,4,0.08259783527985495
baseline,0.5072249804446184,6.961800694199295,4,0.543896488844682
baseline,0.11704677551405726,7.7229855502888105,2,0.16783083138073757
baseline,0.23416082055106885,6.25756164508262,2,0.09999151906892301
baseline,0.3023563070891085,7.2662690394089555,5,0.26455410381839567
baseline,0.36347467988673016,10.680676075538962,2,0.3056733312524764
baseline,0.28678917344533555,13.806628841643217,2,0.26617587638552614
baseline,0.3412232113313375,2.9801631264812967,2,0.18399813562498243
baseline,0.19439972225316315,9.784457907548457,1,0.2502335118156657
baseline,0.37566159556017475,8.686307819825338,1,0.1337178472837888
baseline,0.4039207157539586,9.33295057143979,4,0.38006735817222054
baseline,0.18766342591731977,7.975165946259187,6,0.03664279701741598
baseline,0.2191823512446397,10.116901729517945,1,0.12987636484668205
baseline,0.3380617162245088,9.817072760381503,2,0.382270791066243
baseline,0.3316869216991991,6.319767474432173,0,0.19612712781250885
baseline,0.3514117915352127,9.009138500564022,0,0.5716779236613863
baseline,0.17572407599164674,9.249060007153588,2,0.18756832008257085
baseline,0.2589088350545671,11.600268885203723,2,0.3857864434143186
baseline,0.2491329709508094,4.765665495135349,2,0.4128752501766668
baseline,0.4348274738997378,8.659952357349598,3,0.3770029728349958
baseline,0.2890100666485238,8.278741941576612,5,0.03822588184943397
baseline,0.2477792315671351,8.286700120001994,3,0.3537782935709548
baseline,0.2073403378652386,6.212457088826195,0,0.07815750493967277
baseline,0.29860865703664546,10.834702429874394,2,0.36321512338110584
baseline,0.41856298261305436,7.536077950121799,2,0.17495886949710263
baseline,0.1422987349864639,3.2945954698052358,1,0.18912323132338335
baseline,0.31017010369131875,9.499876377917134,5,0.5240057293477816
baseline,0.3498547080394389,9.275121411721733,2,0.04663082085008487
baseline,0.49902482228876155,6.042843914704525,6,0.09700320434098055
baseline,0.3671664271769026,8.60287556196161,4,0.36439354154288967
baseline,0.43500310203272097,5.35436913439092,2,0.43177323787477195
baseline,0.303090882347528,7.110737762945841,1,0.18082549215428068
baseline,0.1585251401987494,4.315057104064086,4,0.6425100925275922
baseline,0.15521667905233505,9.027717832719162,5,0.5529817177608046
baseline,0.22607603454010525,6.640782766507458,0,0.48702774535072235
baseline,0.31219456385447003,7.686961980513298,1,0.20994387818634197
baseline,0.2695374331091505,9.678321306965401,4,0.4799714993834071
baseline,0.2514044991181612,5.081860962669516,1,0.33198855973382363
baseline,0.48093504970198503,12.222196600162459,2,0.45565864797888783
baseline,0.05699010798922838,12.672164276686932,3,0.09832326147098219
baseline,0.19265067365058391,4.27853444187658,0,0.0544974858595618
baseline,0.5397816333318897,7.005302345605704,3,0.5409460691779608
baseline,0.32954752255603575,8.49459844458593,2,0.5183554668033218
baseline,0.23075703767018185,4.855775882722519,0,0.7261912346011126
baseline,0.18513693508597376,7.057179098896058,0,0.3793457276816038
baseline,0.3796450378533916,9.110008931610267,2,0.42570299141173273
baseline,0.368939486616236,11.74598525325133,1,0.2082071327027123
baseline,0.38018799457680197,10.093243914674073,4,0.1421346690387504
baseline,0.16763760790773022,2.4249509839528676,2,0.20384499949654375
baseline,0.31198920449877965,8.74816855750502,2,0.3804250117460853
baseline,0.2761370531675404,4.57912364456331,2,0.21488796565672974
baseline,0.34306426301520565,7.081812994666451,1,0.35428038258974526
baseline,0.13527281263757251,11.20864322729248,0,0.15336452123143093
baseline,0.3583562215324785,7.607806579504605,3,0.6185825171676751
baseline,0.45329379754245874,12.052854739807959,3,0.23874393084877366
baseline,0.16014267478904107,8.820231436403745,1,0.4475351944052917
baseline,0.38676246535660463,11.448495614237656,2,0.20399482274874892
baseline,0.46751707350307686,9.149082218204725,3,0.14421188445987163
baseline,0.38812288857628036,10.010907224306402,3,0.25865052914170744
baseline,0.29389869619481607,10.496988461915507,2,0.25681832814686856
baseline,0.3120190418817141,6.515238623454779,0,0.1696400887491171
baseline,0.24534161178650335,7.700205942642763,0,0.30292396089102375
baseline,0.3213076781264416,9.285436473437652,1,0.18583818587306686
baseline,0.1939357122030938,7.036830777330054,3,0.8023831692274628
baseline,0.30465001913807427,4.625485015354245,1,0.13560589315255123
baseline,0.21418674416795663,7.196828287566291,2,0.021304528721816915
baseline,0.15253789056359185,2.5005307426821695,0,0.37582834831248857
baseline,0.45099059145859416,4.876403473018783,1,0.46669360275678856
baseline,0.11181881534004029,5.852007211723921,3,0.2901443845358216
baseline,0.48008883045133544,9.2366825984785,1,0.4077413327968103
baseline,0.07897277363094007,11.277378533676837,3,0.24066891328823894
baseline,0.3942536715430621,4.314003170492839,2,0.18111678857743535
baseline,0.31858266196032964,13.448144782962718,1,0.271674231124982
baseline,0.13583199509268135,5.313329242964577,1,0.2195299881446755
baseline,0.24820290117149188,10.918103226249741,3,0.4455136549585857
baseline,0.19635406526995386,11.938033829565434,5,0.3662337098074489
baseline,0.20312291498187973,4.579390719824373,0,0.44203743726412414
baseline,0.3888900947668257,8.34410024897549,2,0.22630969703931766
baseline,0.1804817947760427,10.53900515760757,6,0.22766403440964572
baseline,0.10471163046083853,4.566988678012667,3,0.26741386571248
baseline,0.4126201121975648,9.432922700168081,4,0.19363423331161672
baseline,0.3391393076302959,10.726025001578913,1,0.15734969332232923
baseline,0.2998769358470055,12.104272990127056,0,0.3196447844615805
baseline,0.2709411350458317,5.502239848955314,1,0.2598927512806999
baseline,0.3702272958126639,5.850030582874044,2,0.3003791821265234
baseline,0.33737074201741046,8.264256495218582,3,0.06879314973515865
baseline,0.2881031556875982,3.4286451736256893,2,0.2942483545377395
baseline,0.23982948165443274,3.9473288506084563,1,0.1295591114320602
baseline,0.4090015771767025,3.9077472513683507,2,0.2580747596604141
baseline,0.44727092356123144,7.9871377528703364,3,0.13692841224071198
baseline,0.34749769564780336,8.533575688720328,2,0.3183567375900939
baseline,0.6035813081005779,9.505222681856768,1,0.23683582296181388
baseline,0.3229217663784607,10.851636866587036,4,0.4531296955945591
baseline,0.3188237966699072,12.40278445364756,4,0.39253358748297296
baseline,0.45416517052799765,9.22268165168413,1,0.1685578198788154
baseline,0.32995655665836654,8.143582360015971,0,0.23682176303111652
baseline,0.32662900934452405,6.788328395916643,3,0.2513724524856464
baseline,0.26386542274396324,6.768153355056599,2,0.07514464730538438
baseline,0.3487552545886335,13.525226000653333,2,0.2626325791193219
baseline,0.12929294959957965,7.9552590969483585,1,0.29869732488396733
baseline,0.2260169743222346,9.615018388441612,1,0.1555566773105706
baseline,0.19037049536707534,9.331658372511246,1,0.1013338385297816
baseline,0.07816828019232974,5.9852002562364,2,0.10925982144033258
baseline,0.41080602887979034,12.30173203442315,1,0.31934207360590416
baseline,0.26640319278680685,11.253600416139832,1,0.49249641676064054
baseline,0.2105681088122747,7.056121285617573,3,0.16083699858754524
baseline,0.33854220898956383,14.602348915239041,2,0.11972091560033592
baseline,0.1735719973703584,6.7477003486868545,2,0.13894143755727392
baseline,0.39120729437362495,5.916137468166193,1,0.2766177418357735
baseline,0.44303034556382104,7.151019301627685,3,0.2780464944726165
baseline,0.1547415289272375,11.412131498212576,2,0.49362310439595286
baseline,0.42068995773224205,8.314355650989953,1,0.37486682251886155
baseline,0.3208691211286086,4.662035705084819,6,0.4672371712200946
baseline,0.41528237962517767,10.31302363172339,4,0.38118158037161187
baseline,0.32028130116313674,8.231756423453932,1,0.4405199276258545
baseline,0.21433102473705065,10.214195261928449,0,0.10283760645861746
baseline,0.13806288246239606,9.588753459358628,3,0.16088799377087612
baseline,0.18723647801934687,6.508106604238393,0,0.14873642182314614
baseline,0.24915002422484742,5.963694138326298,2,0.4672490352171452
baseline,0.4072582909443953,12.322913505333707,1,0.2940085918530742
baseline,0.36474926814915093,5.571982739766346,2,0.4453120689349539
baseline,0.3309321523122678,9.93758872532114,3,0.22458720903134036
baseline,0.4492369951412877,9.98574376771554,2,0.1676219670750154
baseline,0.11335518738676084,6.304994953137532,1,0.252350072507112
baseline,0.1809914227167338,9.596190637548663,2,0.28947188341232094
baseline,0.1841251977297363,6.715364130293354,2,0.5302586713311502
baseline,0.30718555694422284,6.222299055422942,2,0.3962139680482641
baseline,0.1312806945594682,4.655750278199928,0,0.46099806742195437
baseline,0.24102451094111677,10.839259715070128,2,0.5540169696403346
baseline,0.43911088568473333,3.8907038611210343,1,0.6569681564777144
baseline,0.4018416095577032,7.789462293646779,1,0.12530442219234167
baseline,0.45760404449978054,4.4629016953155265,1,0.45281895513413173
baseline,0.2430584828260842,11.270208156965491,1,0.37747223084360193
baseline,0.19605262470076573,7.687490655397203,3,0.10118762064755918
baseline,0.3280058105852521,12.163504479054083,1,0.214368256993917
baseline,0.20699952482171968,6.0432925471793055,4,0.563114065377812
baseline,0.2916941558893854,8.402924530843798,2,0.41872509310784795
baseline,0.28709559064105244,5.124163403155453,2,0.3706086501050859
baseline,0.35512027784714484,8.378752794756918,2,0.36434297408771665
baseline,0.44688828394236924,8.781882897090602,6,0.38630404675014307
baseline,0.44172933701948724,8.14696132683658,2,0.30227209010657435
baseline,0.39609716282794893,5.190312752848045,4,0.22064476165823702
baseline,0.28036500198051006,7.189912874889919,0,0.13867315274743974
baseline,0.3682790102761363,10.466336202618177,3,0.4740593616523558
baseline,0.2627877698538511,2.1256180792165136,2,0.08693007936673385
baseline,0.20879744988826088,9.034518524047758,3,0.4564001439731683
baseline,0.14693332066638615,11.219270093751556,1,0.18827257415406182
baseline,0.2432041243877658,13.002464494569002,3,0.32861949551502817
baseline,0.35243195377689884,3.7607011695565458,1,0.40162317528282604
baseline,0.37116322775964966,11.93073273164599,3,0.6474436539276419
baseline,0.30603090997816296,10.393770811807725,1,0.14164909004043771
baseline,0.36081654009111425,8.019194352171363,2,0.5051927421377607
baseline,0.24461207940679813,4.527483165636612,2,0.1275731445380455
baseline,0.47096066893351396,12.436832198970784,1,0.2799213303091401
baseline,0.3174284325109735,7.844881179513334,5,0.2969165155376038
baseline,0.26976802284494655,10.161646919080408,3,0.35935383797015535
baseline,0.36973288760534384,10.156898562384757,2,0.5062874519508098
baseline,0.2867777924648688,4.922929201916903,1,0.0820308338743381
baseline,0.33659354981485967,11.375783620139938,3,0.3207020091911493
baseline,0.45313325215269384,0.0,2,0.05036603669052287
baseline,0.2209988999690346,7.00962449486986,1,0.20898075521225784
baseline,0.27491784821320997,5.4162250241992975,0,0.406063693923446
baseline,0.28515107856010435,7.894747529450078,1,0.28331395426650213
baseline,0.308332030819322,14.525512359911453,4,0.11703156794075589
baseline,0.49595614551677925,5.0572041296857275,2,0.31323956618542925
baseline,0.3961452947807372,5.972646618904731,0,0.1944403675299939
baseline,0.43692499562916687,9.398409242653756,2,0.20238993932248497
baseline,0.04589135281183049,4.5347203451640095,3,0.36611147256555615
baseline,0.3559696353714925,5.712099621676119,4,0.2197370410327767
baseline,0.33399477212263495,7.498764026534641,2,0.16900682976538486
baseline,0.3607577564870028,6.0733608158140004,1,0.044201461035281865
baseline,0.3083019171976318,10.037989809635295,4,0.22690074707501398
baseline,0.23923102977748037,7.252292733995055,2,0.6898049729517334
baseline,0.3784989403486542,10.473054510681344,1,0.60071979563907
baseline,0.28661005853689464,10.724678996029626,0,0.5495433756254539
baseline,0.30587461157004114,2.274344513380564,5,0.24945095069762818
baseline,0.24591409201164727,8.281837963277578,1,0.11154665315545506
baseline,0.28565929374886134,6.181691143578,2,0.4489429730287951
baseline,0.35974681759089466,10.855728681866669,3,0.12292710059041312
baseline,0.38880073807909143,8.903037791364186,3,0.1469289281178169
baseline,0.3026586857447164,7.439143654726311,1,0.08132892993925618
baseline,0.314702036197486,8.188385824343953,5,0.04517769063162172
baseline,0.28567575779850324,10.309595860617675,3,0.5428266768753026
baseline,0.39604353924180713,12.79654272180866,3,0.27516709391539534
baseline,0.2620668520866615,10.315862804248521,1,0.11842789840992349
baseline,0.27629594638937743,9.713348476909493,1,0.27075860598447843
