timestamp,session_id,model_version,turn_index,refusal_flag
2026-04-08T05:20:08+00:00,S100049,aurora-2.3,3,0
2026-04-08T05:32:36+00:00,S100038,aurora-2.3,1,0
2026-04-08T05:34:47+00:00,S100023,aurora-2.3,2,0
2026-04-08T05:47:07+00:00,S100022,aurora-2.3,5,0
2026-04-08T05:49:45+00:00,S100022,aurora-2.3,3,0
2026-04-08T06:01:32+00:00,S100026,aurora-2.3,1,0
2026-04-08T06:01:48+00:00,S100035,aurora-2.3,4,0
2026-04-08T06:03:24+00:00,S100041,aurora-2.3,3,0
2026-04-08T06:15:56+00:00,S100010,aurora-2.3,2,0
2026-04-08T06:22:16+00:00,S100039,aurora-2.3,2,0
2026-04-08T06:24:00+00:00,S100052,aurora-2.3,3,0
2026-04-08T06:33:51+00:00,S100036,aurora-2.3,2,0
2026-04-08T06:36:37+00:00,S100016,aurora-2.3,1,0
2026-04-08T06:38:41+00:00,S100051,aurora-2.3,1,0
2026-04-08T06:39:38+00:00,S100008,aurora-2.3,2,0
2026-04-08T06:43:43+00:00,S100031,aurora-2.3,2,0
2026-04-08T06:50:03+00:00,S100017,aurora-2.3,1,0
2026-04-08T07:05:42+00:00,S100060,aurora-2.3,4,0
2026-04-08T07:06:11+00:00,S100045,aurora-2.3,4,0
2026-04-08T07:12:25+00:00,S100045,aurora-2.3,3,0
2026-04-08T08:05:30+00:00,S100019,aurora-2.3,4,0
2026-04-08T08:25:16+00:00,S100044,aurora-2.3,1,0
2026-04-08T08:30:16+00:00,S100028,aurora-2.3,2,0
2026-04-08T08:35:21+00:00,S100051,aurora-2.3,2,0
2026-04-08T08:39:02+00:00,S100026,aurora-2.3,4,0
2026-04-08T08:41:48+00:00,S100049,aurora-2.3,2,0
2026-04-08T08:51:09+00:00,S100053,aurora-2.3,5,0
2026-04-08T08:53:52+00:00,S100041,aurora-2.3,5,0
2026-04-08T08:55:10+00:00,S100053,aurora-2.3,2,0
2026-04-08T08:57:53+00:00,S100027,aurora-2.3,4,0
2026-04-08T09:07:07+00:00,S100009,aurora-2.3,2,0
2026-04-08T09:07:43+00:00,S100029,aurora-2.3,3,0
2026-04-08T09:17:46+00:00,S100033,aurora-2.3,2,0
2026-04-08T09:21:16+00:00,S100012,aurora-2.3,2,0
2026-04-08T09:22:53+00:00,S100003,aurora-2.3,2,0
2026-04-08T09:23:32+00:00,S100023,aurora-2.3,3,0
2026-04-08T09:24:15+00:00,S100014,aurora-2.3,2,0
2026-04-08T09:38:25+00:00,S100040,aurora-2.3,4,0
2026-04-08T09:43:00+00:00,S100048,aurora-2.3,1,0
2026-04-08T09:53:18+00:00,S100053,aurora-2.3,4,0
2026-04-08T10:09:19+00:00,S100038,aurora-2.3,5,0
2026-04-08T10:10:58+00:00,S100036,aurora-2.3,1,0
2026-04-08T10:16:08+00:00,S100050,aurora-2.3,1,0
2026-04-08T10:18:11+00:00,S100032,aurora-2.3,1,0
2026-04-08T10:18:20+00:00,S100047,aurora-2.3,1,0
2026-04-08T10:24:08+00:00,S100015,aurora-2.3,2,0
2026-04-08T10:38:44+00:00,S100052,aurora-2.3,1,0
2026-04-08T10:56:02+00:00,S100022,aurora-2.3,4,0
2026-04-08T11:01:15+00:00,S100044,aurora-2.3,4,0
2026-04-08T11:02:53+00:00,S100018,aurora-2.3,4,0
2026-04-08T11:06:30+00:00,S100003,aurora-2.3,5,0
2026-04-08T11:16:54+00:00,S100038,aurora-2.3,2,0
2026-04-08T11:24:15+00:00,S100019,aurora-2.3,5,0
2026-04-08T11:28:58+00:00,S100060,aurora-2.3,1,0
2026-04-08T11:41:51+00:00,S100055,aurora-2.3,3,0
2026-04-08T11:42:18+00:00,S100037,aurora-2.3,3,0
2026-04-08T11:54:20+00:00,S100045,aurora-2.3,1,0
2026-04-08T11:57:20+00:00,S100043,aurora-2.3,1,0
2026-04-08T11:58:11+00:00,S100020,aurora-2.3,2,0
2026-04-08T12:02:33+00:00,S100042,aurora-2.3,2,0
2026-04-08T12:08:31+00:00,S100058,aurora-2.3,1,0
2026-04-08T12:37:40+00:00,S100041,aurora-2.3,2,0
2026-04-08T12:50:24+00:00,S100047,aurora-2.3,3,0
2026-04-08T12:53:42+00:00,S100060,aurora-2.3,2,0
2026-04-08T13:05:40+00:00,S100024,aurora-2.3,3,0
2026-04-08T13:07:20+00:00,S100027,aurora-2.3,2,0
2026-04-08T13:08:18+00:00,S100053,aurora-2.3,3,0
2026-04-08T13:11:22+00:00,S100010,aurora-2.3,1,1
2026-04-08T13:14:50+00:00,S100006,aurora-2.3,1,0
2026-04-08T13:15:50+00:00,S100027,aurora-2.3,5,0
2026-04-08T13:32:11+00:00,S100013,aurora-2.3,3,0
2026-04-08T13:34:47+00:00,S100007,aurora-2.3,2,0
2026-04-08T13:37:47+00:00,S100040,aurora-2.3,3,0
2026-04-08T13:41:06+00:00,S100001,aurora-2.3,1,0
2026-04-08T13:42:08+00:00,S100026,aurora-2.3,2,0
2026-04-08T13:45:32+00:00,S100008,aurora-2.3,4,0
2026-04-08T14:09:18+00:00,S100043,aurora-2.3,2,0
2026-04-08T14:16:50+00:00,S100027,aurora-2.3,3,0
2026-04-08T14:31:03+00:00,S100043,aurora-2.3,3,0
2026-04-08T14:31:51+00:00,S100021,aurora-2.3,2,0
2026-04-08T14:32:16+00:00,S100008,aurora-2.3,5,0
2026-04-08T14:33:48+00:00,S100032,aurora-2.3,2,0
2026-04-08T14:36:35+00:00,S100018,aurora-2.3,3,0
2026-04-08T14:39:32+00:00,S100029,aurora-2.3,2,0
2026-04-08T14:40:17+00:00,S100042,aurora-2.3,3,0
2026-04-08T14:44:26+00:00,S100018,aurora-2.3,2,0
2026-04-08T14:50:26+00:00,S100035,aurora-2.3,1,0
2026-04-08T14:55:13+00:00,S100010,aurora-2.3,5,0
2026-04-08T15:05:46+00:00,S100022,aurora-2.3,1,0
2026-04-08T15:09:04+00:00,S100009,aurora-2.3,4,0
2026-04-08T15:09:28+00:00,S100048,aurora-2.3,3,0
2026-04-08T15:15:24+00:00,S100034,aurora-2.3,1,0
2026-04-08T15:37:35+00:00,S100004,aurora-2.3,2,0
2026-04-08T15:43:16+00:00,S100021,aurora-2.3,3,1
2026-04-08T15:59:18+00:00,S100043,aurora-2.3,4,0
2026-04-08T16:08:55+00:00,S100062,aurora-2.3,1,0
2026-04-08T16:12:30+00:00,S100057,aurora-2.3,4,0
2026-04-08T16:17:00+00:00,S100025,aurora-2.3,2,0
2026-04-08T16:23:34+00:00,S100057,aurora-2.3,2,0
2026-04-08T16:30:20+00:00,S100025,aurora-2.3,1,0
2026-04-08T16:46:47+00:00,S100024,aurora-2.3,2,0
2026-04-08T16:59:20+00:00,S100038,aurora-2.3,3,0
2026-04-08T17:00:48+00:00,S100001,aurora-2.3,2,0
2026-04-08T17:02:23+00:00,S100015,aurora-2.3,1,0
2026-04-08T17:11:24+00:00,S100030,aurora-2.3,3,0
2026-04-08T17:16:27+00:00,S100058,aurora-2.3,2,0
2026-04-08T17:16:35+00:00,S100055,aurora-2.3,1,0
2026-04-08T17:20:05+00:00,S100028,aurora-2.3,5,0
2026-04-08T17:26:24+00:00,S100056,aurora-2.3,1,0
2026-04-08T17:33:13+00:00,S100007,aurora-2.3,4,0
2026-04-08T17:43:05+00:00,S100002,aurora-2.3,4,0
2026-04-08T17:47:42+00:00,S100060,aurora-2.3,3,0
2026-04-08T17:48:35+00:00,S100034,aurora-2.3,2,0
2026-04-08T17:57:37+00:00,S100017,aurora-2.3,2,0
2026-04-08T18:01:11+00:00,S100014,aurora-2.3,3,0
2026-04-08T18:34:47+00:00,S100050,aurora-2.3,2,0
2026-04-08T18:44:53+00:00,S100048,aurora-2.3,2,0
2026-04-08T18:47:15+00:00,S100028,aurora-2.3,4,0
2026-04-08T18:56:25+00:00,S100059,aurora-2.3,3,0
2026-04-08T19:01:16+00:00,S100050,aurora-2.3,4,0
2026-04-08T19:11:50+00:00,S100040,aurora-2.3,1,0
2026-04-08T19:13:56+00:00,S100057,aurora-2.3,3,0
2026-04-08T19:15:42+00:00,S100038,aurora-2.3,4,0
2026-04-08T19:25:47+00:00,S100047,aurora-2.3,4,0
2026-04-08T19:26:51+00:00,S100024,aurora-2.3,1,0
2026-04-08T19:26:55+00:00,S100004,aurora-2.3,3,0
2026-04-08T19:28:39+00:00,S100049,aurora-2.3,1,0
2026-04-08T19:30:27+00:00,S100035,aurora-2.3,2,0
2026-04-08T19:44:07+00:00,S100008,aurora-2.3,1,0
2026-04-08T19:46:41+00:00,S100052,aurora-2.3,2,0
2026-04-08T19:56:27+00:00,S100028,aurora-2.3,3,0
2026-04-08T19:59:35+00:00,S100039,aurora-2.3,1,0
2026-04-08T20:17:13+00:00,S100061,aurora-2.3,3,0
2026-04-08T20:21:39+00:00,S100019,aurora-2.3,2,0
2026-04-08T20:22:34+00:00,S100009,aurora-2.3,3,0
2026-04-08T20:30:41+00:00,S100004,aurora-2.3,1,0
2026-04-08T20:39:57+00:00,S100050,aurora-2.3,3,0
2026-04-08T20:42:30+00:00,S100031,aurora-2.3,1,0
2026-04-08T20:50:49+00:00,S100007,aurora-2.3,3,0
2026-04-08T21:00:00+00:00,S100027,aurora-2.3,1,0
2026-04-08T21:01:56+00:00,S100005,aurora-2.3,2,0
2026-04-08T21:08:38+00:00,S100029,aurora-2.3,4,0
2026-04-08T21:19:08+00:00,S100054,aurora-2.3,2,0
2026-04-08T21:21:54+00:00,S100021,aurora-2.3,1,0
2026-04-08T21:28:19+00:00,S100040,aurora-2.3,2,0
2026-04-08T21:30:52+00:00,S100061,aurora-2.3,1,0
2026-04-08T21:32:45+00:00,S100045,aurora-2.3,2,0
2026-04-08T21:37:16+00:00,S100013,aurora-2.3,2,0
2026-04-08T21:39:14+00:00,S100041,aurora-2.3,4,0
2026-04-08T21:52:38+00:00,S100008,aurora-2.3,3,0
2026-04-08T22:09:15+00:00,S100019,aurora-2.3,3,0
2026-04-08T22:10:13+00:00,S100018,aurora-2.3,1,0
2026-04-08T22:10:47+00:00,S100053,aurora-2.3,1,0
2026-04-08T22:21:25+00:00,S100006,aurora-2.3,2,0
2026-04-08T22:22:28+00:00,S100029,aurora-2.3,5,0
2026-04-08T22:27:21+00:00,S100012,aurora-2.3,1,0
2026-04-08T22:29:24+00:00,S100059,aurora-2.3,1,0
2026-04-08T22:31:36+00:00,S100001,aurora-2.3,3,0
2026-04-08T22:32:08+00:00,S100009,aurora-2.3,1,0
2026-04-08T22:38:58+00:00,S100006,aurora-2.3,5,0
2026-04-08T22:40:40+00:00,S100046,aurora-2.3,1,0
2026-04-08T22:42:51+00:00,S100025,aurora-2.3,3,0
2026-04-08T22:48:58+00:00,S100016,aurora-2.3,2,0
2026-04-08T22:51:01+00:00,S100028,aurora-2.3,1,0
2026-04-08T22:58:02+00:00,S100037,aurora-2.3,1,0
2026-04-08T22:58:30+00:00,S100007,aurora-2.3,1,0
2026-04-08T23:07:40+00:00,S100057,aurora-2.3,1,0
2026-04-08T23:14:36+00:00,S100024,aurora-2.3,4,0
2026-04-08T23:16:33+00:00,S100002,aurora-2.3,3,0
2026-04-08T23:24:27+00:00,S100052,aurora-2.3,4,0
2026-04-08T23:31:09+00:00,S100046,aurora-2.3,2,0
2026-04-08T23:37:20+00:00,S100022,aurora-2.3,2,0
2026-04-08T23:38:08+00:00,S100035,aurora-2.3,3,0
2026-04-08T23:51:31+00:00,S100013,aurora-2.3,1,0
2026-04-09T00:07:58+00:00,S100082,aurora-2.3,4,0
2026-04-09T00:13:18+00:00,S100124,aurora-2.3,4,0
2026-04-09T00:18:01+00:00,S100078,aurora-2.3,2,0
2026-04-09T00:20:10+00:00,S100083,aurora-2.3,5,0
2026-04-09T00:21:26+00:00,S100066,aurora-2.3,1,0
2026-04-09T00:43:07+00:00,S100083,aurora-2.3,1,0
2026-04-09T00:52:00+00:00,S100112,aurora-2.3,1,0
2026-04-09T00:59:59+00:00,S100073,aurora-2.3,2,0
2026-04-09T01:02:11+00:00,S100064,aurora-2.3,1,0
2026-04-09T01:02:48+00:00,S100075,aurora-2.3,2,0
2026-04-09T01:14:26+00:00,S100124,aurora-2.3,2,0
2026-04-09T01:14:31+00:00,S100122,aurora-2.3,4,0
2026-04-09T01:23:52+00:00,S100082,aurora-2.3,3,0
2026-04-09T01:25:37+00:00,S100097,aurora-2.3,3,0
2026-04-09T01:26:02+00:00,S100119,aurora-2.3,1,0
2026-04-09T01:30:30+00:00,S100070,aurora-2.3,4,0
2026-04-09T01:31:52+00:00,S100099,aurora-2.3,3,0
2026-04-09T01:32:52+00:00,S100089,aurora-2.3,2,0
2026-04-09T01:34:42+00:00,S100108,aurora-2.3,2,0
2026-04-09T01:41:39+00:00,S100118,aurora-2.3,2,0
2026-04-09T01:49:53+00:00,S100104,aurora-2.3,3,0
2026-04-09T02:16:59+00:00,S100097,aurora-2.3,4,0
2026-04-09T02:24:57+00:00,S100066,aurora-2.3,3,0
2026-04-09T02:33:59+00:00,S100074,aurora-2.3,2,0
2026-04-09T02:39:03+00:00,S100124,aurora-2.3,1,0
2026-04-09T02:44:21+00:00,S100095,aurora-2.3,1,0
2026-04-09T03:08:33+00:00,S100072,aurora-2.3,4,0
2026-04-09T03:10:48+00:00,S100099,aurora-2.3,2,1
2026-04-09T03:13:30+00:00,S100106,aurora-2.3,4,0
2026-04-09T03:15:21+00:00,S100094,aurora-2.3,1,0
2026-04-09T03:19:04+00:00,S100064,aurora-2.3,3,0
2026-04-09T03:46:15+00:00,S100072,aurora-2.3,2,1
2026-04-09T03:54:29+00:00,S100088,aurora-2.3,3,0
2026-04-09T03:55:53+00:00,S100112,aurora-2.3,3,0
2026-04-09T03:56:32+00:00,S100077,aurora-2.3,1,0
2026-04-09T04:01:50+00:00,S100080,aurora-2.3,3,0
2026-04-09T04:04:41+00:00,S100068,aurora-2.3,2,0
2026-04-09T04:09:20+00:00,S100104,aurora-2.3,1,0
2026-04-09T04:17:57+00:00,S100075,aurora-2.3,3,0
2026-04-09T04:18:27+00:00,S100070,aurora-2.3,2,0
2026-04-09T04:44:32+00:00,S100093,aurora-2.3,1,0
2026-04-09T05:15:01+00:00,S100091,aurora-2.3,4,0
2026-04-09T05:25:29+00:00,S100104,aurora-2.3,2,0
2026-04-09T05:30:13+00:00,S100109,aurora-2.3,1,0
2026-04-09T05:32:06+00:00,S100123,aurora-2.3,1,0
2026-04-09T05:33:38+00:00,S100079,aurora-2.3,2,0
2026-04-09T05:38:18+00:00,S100082,aurora-2.3,2,0
2026-04-09T05:46:49+00:00,S100070,aurora-2.3,1,0
2026-04-09T05:49:03+00:00,S100096,aurora-2.3,4,0
2026-04-09T05:49:17+00:00,S100075,aurora-2.3,5,0
2026-04-09T05:54:15+00:00,S100113,aurora-2.3,3,0
2026-04-09T05:58:39+00:00,S100077,aurora-2.3,5,0
2026-04-09T05:59:48+00:00,S100122,aurora-2.3,2,0
2026-04-09T06:01:38+00:00,S100085,aurora-2.3,2,0
2026-04-09T06:03:53+00:00,S100084,aurora-2.3,1,0
2026-04-09T06:16:00+00:00,S100074,aurora-2.3,4,1
2026-04-09T06:19:36+00:00,S100103,aurora-2.3,3,0
2026-04-09T06:30:05+00:00,S100096,aurora-2.3,1,0
2026-04-09T06:30:38+00:00,S100109,aurora-2.3,2,0
2026-04-09T06:32:05+00:00,S100092,aurora-2.3,2,1
2026-04-09T06:37:16+00:00,S100097,aurora-2.3,2,0
2026-04-09T06:44:57+00:00,S100095,aurora-2.3,2,0
2026-04-09T06:47:29+00:00,S100111,aurora-2.3,2,0
2026-04-09T06:51:37+00:00,S100073,aurora-2.3,1,0
2026-04-09T06:53:48+00:00,S100096,aurora-2.3,2,0
2026-04-09T07:14:00+00:00,S100126,aurora-2.3,2,0
2026-04-09T07:34:13+00:00,S100119,aurora-2.3,4,0
2026-04-09T07:40:19+00:00,S100117,aurora-2.3,4,0
2026-04-09T07:41:15+00:00,S100107,aurora-2.3,1,0
2026-04-09T08:15:16+00:00,S100100,aurora-2.3,3,0
2026-04-09T08:17:27+00:00,S100123,aurora-2.3,2,0
2026-04-09T08:19:23+00:00,S100085,aurora-2.3,5,0
2026-04-09T08:31:59+00:00,S100080,aurora-2.3,2,0
2026-04-09T08:32:26+00:00,S100091,aurora-2.3,3,0
2026-04-09T08:48:21+00:00,S100127,aurora-2.3,2,0
2026-04-09T08:54:33+00:00,S100087,aurora-2.3,1,0
2026-04-09T08:58:46+00:00,S100121,aurora-2.3,3,0
2026-04-09T08:59:25+00:00,S100115,aurora-2.3,3,0
2026-04-09T09:08:13+00:00,S100108,aurora-2.3,1,0
2026-04-09T09:10:02+00:00,S100101,aurora-2.3,3,0
2026-04-09T09:10:18+00:00,S100125,aurora-2.3,1,0
2026-04-09T09:13:36+00:00,S100064,aurora-2.3,4,0
2026-04-09T09:16:01+00:00,S100106,aurora-2.3,5,0
2026-04-09T09:20:14+00:00,S100071,aurora-2.3,2,0
2026-04-09T09:25:06+00:00,S100126,aurora-2.3,3,0
2026-04-09T09:26:12+00:00,S100068,aurora-2.3,1,0
2026-04-09T09:26:58+00:00,S100106,aurora-2.3,1,0
2026-04-09T09:39:38+00:00,S100117,aurora-2.3,3,0
2026-04-09T09:40:40+00:00,S100065,aurora-2.3,2,0
2026-04-09T09:48:36+00:00,S100121,aurora-2.3,4,0
2026-04-09T09:50:02+00:00,S100100,aurora-2.3,2,0
2026-04-09T09:51:30+00:00,S100087,aurora-2.3,4,0
2026-04-09T10:04:32+00:00,S100069,aurora-2.3,4,0
2026-04-09T10:07:26+00:00,S100064,aurora-2.3,2,0
2026-04-09T10:20:15+00:00,S100105,aurora-2.3,3,0
2026-04-09T10:28:12+00:00,S100087,aurora-2.3,2,0
2026-04-09T10:29:46+00:00,S100119,aurora-2.3,3,0
2026-04-09T10:30:37+00:00,S100077,aurora-2.3,2,0
2026-04-09T10:39:05+00:00,S100085,aurora-2.3,4,0
2026-04-09T10:41:55+00:00,S100115,aurora-2.3,4,0
2026-04-09T11:01:39+00:00,S100126,aurora-2.3,4,0
2026-04-09T11:05:16+00:00,S100063,aurora-2.3,4,0
2026-04-09T11:06:20+00:00,S100111,aurora-2.3,1,0
2026-04-09T11:16:07+00:00,S100091,aurora-2.3,5,0
2026-04-09T11:19:15+00:00,S100086,aurora-2.3,2,0
2026-04-09T11:20:43+00:00,S100116,aurora-2.3,1,0
2026-04-09T11:32:48+00:00,S100069,aurora-2.3,5,0
2026-04-09T11:33:18+00:00,S100065,aurora-2.3,3,0
2026-04-09T11:35:09+00:00,S100083,aurora-2.3,3,0
2026-04-09T12:02:51+00:00,S100077,aurora-2.3,3,0
2026-04-09T12:15:48+00:00,S100069,aurora-2.3,3,0
2026-04-09T12:20:20+00:00,S100071,aurora-2.3,3,0
2026-04-09T12:22:43+00:00,S100089,aurora-2.3,1,0
2026-04-09T12:24:52+00:00,S100081,aurora-2.3,2,0
2026-04-09T12:27:31+00:00,S100098,aurora-2.3,2,0
2026-04-09T12:28:12+00:00,S100079,aurora-2.3,1,0
2026-04-09T12:28:20+00:00,S100109,aurora-2.3,4,0
2026-04-09T12:30:17+00:00,S100105,aurora-2.3,1,0
2026-04-09T12:47:57+00:00,S100084,aurora-2.3,3,0
2026-04-09T12:52:30+00:00,S100085,aurora-2.3,3,0
2026-04-09T12:52:31+00:00,S100105,aurora-2.3,5,0
2026-04-09T12:58:35+00:00,S100082,aurora-2.3,1,0
2026-04-09T13:02:54+00:00,S100073,aurora-2.3,3,0
2026-04-09T13:03:44+00:00,S100105,aurora-2.3,4,0
2026-04-09T13:12:27+00:00,S100117,aurora-2.3,2,0
2026-04-09T13:18:11+00:00,S100066,aurora-2.3,5,0
2026-04-09T13:34:08+00:00,S100074,aurora-2.3,5,0
2026-04-09T13:40:50+00:00,S100069,aurora-2.3,2,0
2026-04-09T13:46:51+00:00,S100120,aurora-2.3,2,0
2026-04-09T13:48:31+00:00,S100115,aurora-2.3,2,0
2026-04-09T13:58:37+00:00,S100111,aurora-2.3,3,0
2026-04-09T13:59:08+00:00,S100103,aurora-2.3,1,0
2026-04-09T14:15:29+00:00,S100096,aurora-2.3,3,0
2026-04-09T14:15:29+00:00,S100117,aurora-2.3,1,0
2026-04-09T14:17:47+00:00,S100071,aurora-2.3,1,0
2026-04-09T14:25:32+00:00,S100126,aurora-2.3,1,0
2026-04-09T14:45:09+00:00,S100063,aurora-2.3,2,0
2026-04-09T14:46:30+00:00,S100108,aurora-2.3,3,0
2026-04-09T14:52:42+00:00,S100098,aurora-2.3,1,0
2026-04-09T14:56:13+00:00,S100085,aurora-2.3,1,0
2026-04-09T14:57:25+00:00,S100127,aurora-2.3,3,0
2026-04-09T14:59:37+00:00,S100083,aurora-2.3,2,0
2026-04-09T15:14:49+00:00,S100119,aurora-2.3,2,1
2026-04-09T15:16:05+00:00,S100067,aurora-2.3,3,0
2026-04-09T15:22:27+00:00,S100121,aurora-2.3,2,0
2026-04-09T15:29:26+00:00,S100122,aurora-2.3,1,0
2026-04-09T15:30:38+00:00,S100066,aurora-2.3,4,0
2026-04-09T15:34:08+00:00,S100122,aurora-2.3,5,0
2026-04-09T15:44:42+00:00,S100078,aurora-2.3,1,0
2026-04-09T15:45:06+00:00,S100095,aurora-2.3,3,0
2026-04-09T15:54:36+00:00,S100091,aurora-2.3,1,0
2026-04-09T15:55:46+00:00,S100076,aurora-2.3,1,0
2026-04-09T15:56:37+00:00,S100090,aurora-2.3,4,0
2026-04-09T15:58:30+00:00,S100097,aurora-2.3,1,1
2026-04-09T16:02:49+00:00,S100090,aurora-2.3,1,0
2026-04-09T16:03:57+00:00,S100126,aurora-2.3,5,0
2026-04-09T16:04:12+00:00,S100090,aurora-2.3,3,0
2026-04-09T16:09:52+00:00,S100101,aurora-2.3,2,0
2026-04-09T16:10:30+00:00,S100124,aurora-2.3,3,0
2026-04-09T16:15:57+00:00,S100119,aurora-2.3,5,0
2026-04-09T16:19:40+00:00,S100121,aurora-2.3,1,0
2026-04-09T16:22:52+00:00,S100092,aurora-2.3,1,0
2026-04-09T16:25:52+00:00,S100063,aurora-2.3,1,0
2026-04-09T16:32:11+00:00,S100087,aurora-2.3,3,0
2026-04-09T16:39:02+00:00,S100112,aurora-2.3,4,0
2026-04-09T16:39:21+00:00,S100125,aurora-2.3,2,0
2026-04-09T16:41:09+00:00,S100072,aurora-2.3,1,0
2026-04-09T16:43:25+00:00,S100109,aurora-2.3,3,0
2026-04-09T17:08:12+00:00,S100104,aurora-2.3,4,0
2026-04-09T17:09:31+00:00,S100075,aurora-2.3,1,0
2026-04-09T17:11:55+00:00,S100099,aurora-2.3,5,0
2026-04-09T17:12:41+00:00,S100069,aurora-2.3,1,1
2026-04-09T17:13:53+00:00,S100088,aurora-2.3,1,0
2026-04-09T17:27:35+00:00,S100075,aurora-2.3,4,0
2026-04-09T17:33:18+00:00,S100063,aurora-2.3,3,0
2026-04-09T17:41:33+00:00,S100115,aurora-2.3,5,0
2026-04-09T17:41:34+00:00,S100120,aurora-2.3,1,0
2026-04-09T17:53:14+00:00,S100102,aurora-2.3,2,0
2026-04-09T18:01:19+00:00,S100066,aurora-2.3,2,0
2026-04-09T18:07:58+00:00,S100110,aurora-2.3,1,0
2026-04-09T18:14:12+00:00,S100089,aurora-2.3,3,0
2026-04-09T18:15:24+00:00,S100096,aurora-2.3,5,0
2026-04-09T18:19:48+00:00,S100074,aurora-2.3,1,0
2026-04-09T18:27:49+00:00,S100064,aurora-2.3,5,0
2026-04-09T18:34:47+00:00,S100103,aurora-2.3,2,0
2026-04-09T18:40:37+00:00,S100095,aurora-2.3,4,0
2026-04-09T18:48:51+00:00,S100106,aurora-2.3,2,0
2026-04-09T18:58:29+00:00,S100102,aurora-2.3,1,0
2026-04-09T19:02:02+00:00,S100106,aurora-2.3,3,0
2026-04-09T19:03:50+00:00,S100063,aurora-2.3,5,0
2026-04-09T19:04:00+00:00,S100100,aurora-2.3,1,0
2026-04-09T19:04:54+00:00,S100122,aurora-2.3,3,0
2026-04-09T19:10:04+00:00,S100124,aurora-2.3,5,0
2026-04-09T19:11:30+00:00,S100114,aurora-2.3,2,0
2026-04-09T19:16:36+00:00,S100074,aurora-2.3,3,1
2026-04-09T19:19:49+00:00,S100086,aurora-2.3,1,0
2026-04-09T19:24:45+00:00,S100114,aurora-2.3,3,0
2026-04-09T19:38:39+00:00,S100084,aurora-2.3,4,0
2026-04-09T19:48:59+00:00,S100077,aurora-2.3,4,0
2026-04-09T19:52:06+00:00,S100105,aurora-2.3,2,0
